inventory_item_id,card_name,inventory_value,legacy_displayed_price,asking_price,market_price,label_price,json_market_price,classification,proposed_game_id,proposed_game_label,game_mapping_basis,created_at,updated_at
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-7a19ed1dff7143ca","Corpse Appraiser","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-7c516dcfad004949","Reflective Golem","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-7d3b0cb8f08c4b1c","Chariot of Victory","0.48","0.48","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-806e5ba47c6f4a01","Wee Dragonauts","0.09","0.09","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-81aa0e8356a54852","Whirler Virtuoso","0.29","0.29","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-85265e1e018047a9","Forge Boss","0.14","0.14","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-8a6b69a91c6b4b9e","Molderhulk","0.23","0.23","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-8f3b3e6165bc48a5","Fireborn Knight","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-9a39f0d16fb242a2","Vivisection Evangelist","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-9ae975be12334022","Sunhome Guildmage","0.07","0.07","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-9e65e8ccf4cf4d3e","Knight of the Last Breath","0.06","0.06","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-a74ad3435c32407c","Tin Street Gossip","0.12","0.12","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-a9af3ee105614a2d","Epitaph Golem","0.08","0.08","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-ae372f5d0696461d","Metropolis Angel","0.20","0.20","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-ae61db558b7348ed","Lorehold Apprentice","0.25","0.25","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-b13aace7146e4b9d","Mirror Golem","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-b46f5aab41b34a59","Stormrider Rig","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-be00b5fe80674673","Back for More","0.13","0.13","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-beed6a8749864854","Bandit's Haul","0.23","0.23","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-c74e899cec2e401b","Weaver of Currents","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-c91d7c39565341a6","Patched Plaything","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-ce25b1b594e64fa2","Shrewd Hatchling","0.08","0.08","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-d0cbc9d61eb6473c","Forebear's Blade","0.31","0.31","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-d116818a22fd4827","Exotic Pets","0.66","0.66","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-d4352a77b376412e","Mutagen Connoisseur","0.09","0.09","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-d545729413a64953","Throwing Knife","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-d5e132e2ff984310","Short Bow","0.30","0.30","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-d68c609c87ed4712","Pilgrim of the Fires","0.13","0.13","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-dc2b1d912f5b4afb","Duskworker","0.20","0.20","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-dcef19a30c0145df","Charforger","0.13","0.13","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-de4dc2ea32684068","Tezzeret's Simulacrum","0.17","0.17","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-df91fa75c02842a1","Brazen Upstart","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-e6e0f1307cea4575","Intimidation Campaign","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-e8ecd7287d3045db","Ring of the Lucii","0.34","0.34","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-e95dfee5b6a64736","Needlebug","0.48","0.48","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-ec89aeb4550641e4","Gold-Forged Sentinel","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-ef2e9010f8cb45b9","Attack-in-the-Box","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-efece9c30ce9458f","Honored Crop-Captain","0.14","0.14","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-f11d9fe07d7e4e3a","Haunted Screen","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-f1ea63e350964fc9","Revelsong Horn","0.12","0.12","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-f32f12f438714a89","Tura Kennerüd, Skyknight","0.16","0.16","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-f5188d4877c644f1","Team Pennant","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-f72bc1667374408a","Primal Empathy","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-f8a03812926343b0","Fifty Feet of Rope","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-fa126a97f2d94c60","Corpse Appraiser","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-5d25d7ac309e4d2b83ec299bd0f0d4e2-fa86ec3ddbc249a5","Boros Challenger","0.10","0.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-08 17:01:04.81794+00","2026-09-08 17:01:04.81794+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-0e9dd4ae5db74c27","Nahiri, Storm of Stone","0.25","0.25","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-1c75126a828143d8","Slick Sequence","0.27","0.27","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-21a9c5e091204b1a","Sunhome Guildmage","0.07","0.07","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-2203611bad5e42a4","Improbable Alliance","0.30","0.30","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-259e877a05fc4c09","Ivory Tower","0.92","0.92","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-2c3c80ecb1d24e95","Metropolis Angel","0.40","0.40","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-35846b0b67c941f7","Eutropia the Twice-Favored","0.15","0.15","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-36cd21dd09004e8b","Empyrean Eagle","0.32","0.32","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-3d7c84be4ec4481e","Heroic Reinforcements","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-416b04eb8877480c","Nightkin Ambusher","0.32","0.32","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-4624ca6d57b442fb","Dreadwing Scavenger","0.85","0.85","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-468db788725e4ca6","Prodigy's Prototype","1.60","1.60","0.50","","","","both_different","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-22 00:32:46.237703+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-483d525b14814b49","Sphinx of New Prahv","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-489bd75d623d48b3","Stalwart Successor","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-48d90c220b4a4c2f","Riverwheel Sweep","0.38","0.38","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-48f091ddb5794a93","Worldsoul Colossus","0.08","0.08","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-4944b744093c4f75","Wardens of the Cycle","0.63","0.63","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-4bd5682db2c54cf3","Mr. Orfeo, the Boulder","0.42","0.42","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-4f9c3210220c44b1","Beetleform Mage","0.05","0.05","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-5b5172c23c9f4e28","Lion Heart","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-5d25440afa044e02","Raul, Trouble Shooter","1.34","1.34","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-5e6ecf3f9d5c4cca","Nightveil Predator","0.44","0.44","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-637968d5bef14096","Spire Patrol","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-683d0a5dcf0f469a","Conclave Cavalier","0.46","0.46","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-6a7634da6bca4f83","Shapers of Nature","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-977e615162b041ee","Emissary of Soulfire","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-9b01900532204d93","Fishing Pole","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-a22e1a4f75934cae","Regal Leosaur","0.44","0.44","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-ad8bdec12b824e4f","Jolene, Plundering Pugilist","0.24","0.24","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-ae4cb2fad54d41a4","Sawblade Skinripper","0.17","0.17","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-b547856ef6274b71","Ruthless Lawbringer","0.25","0.25","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-ba7550f203f84bee","Staggering Insight","0.35","0.35","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-bde4ae5ada6a49d3","Abzan Monument","0.17","0.17","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-c9d712d80f2f4ecc","Aerial Engineer","0.07","0.07","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-cd9afb7b4406402a","Inspiring Veteran","1.10","1.10","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-da68e6ff34c345e2","Parcelbeast","0.22","0.22","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-e5ef9a2fe71047b0","Humiliate","0.17","0.17","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-e81fd619bbac4c8a","Kishla Skimmer","0.48","0.48","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-ea9a8684cc434fc2","Temur Monument","0.36","0.36","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-ee5f18c5636b4325","Troyan, Gutsy Explorer","0.21","0.21","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-f1fc2b928bfd408a","Jeskai Monument","0.36","0.36","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-f4f827c1d6bd482b","Mardu Monument","0.34","0.34","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-f9472ecca43a42b6","Rakshasa's Bargain","0.69","0.69","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-fdc80b1a1fbb46e8","Citadel Castellan","0.08","0.08","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-62e742fa4f174ec995e9c15ce2e7b563-feaa38ba0d704d97","Adventuring Gear","1.16","1.16","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-09 02:42:02.182775+00","2026-09-09 02:42:02.182775+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-0129ed77d4af47b8","Novel Nunchaku","0.38","0.38","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-06d23bad88674e10","Turtle Lair","0.19","0.19","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-0910c62db19140f2","Shredder's Technique","0.62","0.62","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-0df7934643684f0c","Go Ninja Go","0.25","0.25","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-0eb3a8d8f67a4652","Spider-Byte, Web Warden","0.23","0.23","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-100c29aa15a74b12","Raphael, Most Attitude","0.36","0.36","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-105e25f4e95449e7","Karai, Future of the Foot","0.56","0.56","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-13b53f38d0d34082","Fugitive Droid","0.50","0.50","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
"chaos-6dcf0445efa74997b7e64ac6332d72ec-14207c3a2789414a","Shredder's Armor","0.18","0.18","","","","","legacy_only","magic","Magic: The Gathering","audited legacy RPC label; Scryfall reference present","2026-09-19 21:58:57.216461+00","2026-09-19 21:58:57.216461+00"
